latitude,longitude,time,GPI
32.5,38.5,13602255.0,0.0
32.5,39.5,13602255.0,0.0
32.5,40.5,13602255.0,0.0
32.5,41.5,13602255.0,0.0
32.5,42.5,13602255.0,0.0
32.5,43.5,13602255.0,0.0
32.5,44.5,13602255.0,0.0
32.5,45.5,13602255.0,0.0
32.5,46.5,13602255.0,0.0
32.5,47.5,13602255.0,0.0
32.5,48.5,13602255.0,0.0
32.5,49.5,13602255.0,0.0
32.5,50.5,13602255.0,0.0
32.5,51.5,13602255.0,0.0
32.5,52.5,13602255.0,0.0
32.5,53.5,13602255.0,0.0
32.5,54.5,13602255.0,0.0
32.5,55.5,13602255.0,0.0
