time,YEAR,MO,DY,HR,T2M,WS10M,RH2M,PRECTOTCORR,LAT,LON
2023-02-08 03:00:00,2023,2,8,3,14.6,2.45,90.08,0.0,12.98,77.57
2023-02-08 04:00:00,2023,2,8,4,14.27,2.3,92.26,0.0,12.98,77.57
2023-02-08 05:00:00,2023,2,8,5,14.13,2.13,93.02,0.0,12.98,77.57
2023-02-08 06:00:00,2023,2,8,6,15.41,1.89,88.4,0.0,12.98,77.57
2023-02-08 07:00:00,2023,2,8,7,18.89,2.33,70.46,0.0,12.98,77.57
2023-02-08 08:00:00,2023,2,8,8,23.45,2.75,51.47,0.0,12.98,77.57
2023-02-08 09:00:00,2023,2,8,9,27.27,3.37,38.68,0.0,12.98,77.57
2023-02-08 10:00:00,2023,2,8,10,28.93,3.4,35.68,0.0,12.98,77.57
2023-02-08 11:00:00,2023,2,8,11,30.12,3.45,33.31,0.0,12.98,77.57
2023-02-08 12:00:00,2023,2,8,12,30.93,3.42,31.57,0.0,12.98,77.57
2023-02-08 13:00:00,2023,2,8,13,31.29,3.3,30.63,0.0,12.98,77.57
2023-02-08 14:00:00,2023,2,8,14,31.24,3.39,30.15,0.0,12.98,77.57
2023-02-08 15:00:00,2023,2,8,15,30.5,3.65,30.68,0.0,12.98,77.57
2023-02-08 16:00:00,2023,2,8,16,28.61,3.19,37.9,0.0,12.98,77.57
2023-02-08 17:00:00,2023,2,8,17,24.11,2.92,58.56,0.0,12.98,77.57
2023-02-08 18:00:00,2023,2,8,18,22.13,3.39,61.71,0.0,12.98,77.57
2023-02-08 19:00:00,2023,2,8,19,21.21,3.73,63.78,0.0,12.98,77.57
2023-02-08 20:00:00,2023,2,8,20,20.35,4.15,67.25,0.0,12.98,77.57
2023-02-08 21:00:00,2023,2,8,21,19.45,4.56,71.51,0.0,12.98,77.57
2023-02-08 22:00:00,2023,2,8,22,18.42,4.47,76.59,0.0,12.98,77.57
2023-02-08 23:00:00,2023,2,8,23,17.41,3.88,81.5,0.0,12.98,77.57
2023-02-09 00:00:00,2023,2,9,0,16.46,3.12,85.87,0.0,12.98,77.57
2023-02-09 01:00:00,2023,2,9,1,15.75,2.72,88.73,0.0,12.98,77.57
2023-02-09 02:00:00,2023,2,9,2,15.23,2.6,90.6,0.0,12.98,77.57
2023-02-09 03:00:00,2023,2,9,3,14.86,2.58,91.57,0.0,12.98,77.57
2023-02-09 04:00:00,2023,2,9,4,14.6,2.53,91.76,0.0,12.98,77.57
2023-02-09 05:00:00,2023,2,9,5,14.42,2.42,91.15,0.0,12.98,77.57
2023-02-09 06:00:00,2023,2,9,6,15.59,2.07,86.52,0.0,12.98,77.57
2023-02-09 07:00:00,2023,2,9,7,18.99,2.37,67.18,0.0,12.98,77.57
2023-02-09 08:00:00,2023,2,9,8,23.51,2.88,47.72,0.0,12.98,77.57
2023-02-09 09:00:00,2023,2,9,9,26.8,3.62,37.87,0.0,12.98,77.57
2023-02-09 10:00:00,2023,2,9,10,28.45,3.84,33.88,0.0,12.98,77.57
2023-02-09 11:00:00,2023,2,9,11,29.56,4.07,31.06,0.0,12.98,77.57
2023-02-09 12:00:00,2023,2,9,12,30.31,4.24,29.21,0.0,12.98,77.57
2023-02-09 13:00:00,2023,2,9,13,30.73,4.29,28.03,0.0,12.98,77.57
2023-02-09 14:00:00,2023,2,9,14,30.82,4.4,27.27,0.0,12.98,77.57
2023-02-09 15:00:00,2023,2,9,15,30.15,4.53,27.62,0.0,12.98,77.57
2023-02-09 16:00:00,2023,2,9,16,28.22,3.68,34.51,0.0,12.98,77.57
2023-02-09 17:00:00,2023,2,9,17,23.44,3.01,55.38,0.0,12.98,77.57
2023-02-09 18:00:00,2023,2,9,18,21.28,3.4,59.6,0.0,12.98,77.57
2023-02-09 19:00:00,2023,2,9,19,20.25,3.59,62.35,0.0,12.98,77.57
2023-02-09 20:00:00,2023,2,9,20,19.31,3.85,67.26,0.0,12.98,77.57
2023-02-09 21:00:00,2023,2,9,21,18.48,4.21,73.74,0.0,12.98,77.57
2023-02-09 22:00:00,2023,2,9,22,17.72,4.3,81.09,0.0,12.98,77.57
2023-02-09 23:00:00,2023,2,9,23,16.91,3.74,87.58,0.0,12.98,77.57
2023-02-10 00:00:00,2023,2,10,0,16.11,3.02,92.31,0.0,12.98,77.57
2023-02-10 01:00:00,2023,2,10,1,15.47,2.66,95.44,0.0,12.98,77.57
2023-02-10 02:00:00,2023,2,10,2,14.98,2.46,97.58,0.0,12.98,77.57
2023-02-10 03:00:00,2023,2,10,3,14.71,2.25,98.43,0.0,12.98,77.57
2023-02-10 04:00:00,2023,2,10,4,14.65,2.08,98.15,0.0,12.98,77.57
2023-02-10 05:00:00,2023,2,10,5,14.69,1.89,97.19,0.0,12.98,77.57
2023-02-10 06:00:00,2023,2,10,6,15.79,1.55,91.86,0.0,12.98,77.57
2023-02-10 07:00:00,2023,2,10,7,19.06,1.52,75.04,0.0,12.98,77.57
2023-02-10 08:00:00,2023,2,10,8,23.8,2.87,47.04,0.0,12.98,77.57
2023-02-10 09:00:00,2023,2,10,9,26.83,4.27,34.39,0.0,12.98,77.57
2023-02-10 10:00:00,2023,2,10,10,28.57,4.79,30.56,0.0,12.98,77.57
2023-02-10 11:00:00,2023,2,10,11,29.89,5.1,28.01,0.0,12.98,77.57
2023-02-10 12:00:00,2023,2,10,12,30.72,5.2,26.71,0.0,12.98,77.57
2023-02-10 13:00:00,2023,2,10,13,31.11,5.15,26.16,0.0,12.98,77.57
2023-02-10 14:00:00,2023,2,10,14,30.92,5.08,26.16,0.0,12.98,77.57
2023-02-10 15:00:00,2023,2,10,15,30.09,5.02,27.08,0.0,12.98,77.57
2023-02-10 16:00:00,2023,2,10,16,28.22,4.1,33.15,0.0,12.98,77.57
2023-02-10 17:00:00,2023,2,10,17,23.51,2.99,54.42,0.0,12.98,77.57
2023-02-10 18:00:00,2023,2,10,18,21.38,3.3,60.0,0.0,12.98,77.57
2023-02-10 19:00:00,2023,2,10,19,20.37,3.34,62.82,0.0,12.98,77.57
2023-02-10 20:00:00,2023,2,10,20,19.44,3.42,66.34,0.0,12.98,77.57
2023-02-10 21:00:00,2023,2,10,21,18.59,3.57,70.59,0.0,12.98,77.57
2023-02-10 22:00:00,2023,2,10,22,17.79,3.71,75.74,0.0,12.98,77.57
2023-02-10 23:00:00,2023,2,10,23,17.0,3.61,81.55,0.0,12.98,77.57
2023-02-11 00:00:00,2023,2,11,0,16.18,3.06,87.37,0.0,12.98,77.57
2023-02-11 01:00:00,2023,2,11,1,15.46,2.6,91.64,0.0,12.98,77.57
2023-02-11 02:00:00,2023,2,11,2,14.97,2.42,93.12,0.0,12.98,77.57
2023-02-11 03:00:00,2023,2,11,3,14.66,2.35,92.7,0.0,12.98,77.57
2023-02-11 04:00:00,2023,2,11,4,14.46,2.38,91.1,0.0,12.98,77.57
2023-02-11 05:00:00,2023,2,11,5,14.3,2.4,88.99,0.0,12.98,77.57
2023-02-11 06:00:00,2023,2,11,6,15.47,2.13,84.69,0.0,12.98,77.57
2023-02-11 07:00:00,2023,2,11,7,19.54,2.49,63.96,0.0,12.98,77.57
2023-02-11 08:00:00,2023,2,11,8,23.73,3.43,43.06,0.0,12.98,77.57
2023-02-11 09:00:00,2023,2,11,9,27.09,4.58,28.03,0.0,12.98,77.57
2023-02-11 10:00:00,2023,2,11,10,28.91,4.76,24.27,0.0,12.98,77.57
2023-02-11 11:00:00,2023,2,11,11,30.3,4.84,21.96,0.0,12.98,77.57
2023-02-11 12:00:00,2023,2,11,12,31.25,4.86,20.94,0.0,12.98,77.57
2023-02-11 13:00:00,2023,2,11,13,31.68,4.86,20.5,0.0,12.98,77.57
2023-02-11 14:00:00,2023,2,11,14,31.5,4.94,20.7,0.0,12.98,77.57
2023-02-11 15:00:00,2023,2,11,15,30.71,4.91,21.71,0.0,12.98,77.57
2023-02-11 16:00:00,2023,2,11,16,28.67,3.88,28.89,0.0,12.98,77.57
2023-02-11 17:00:00,2023,2,11,17,23.51,3.08,50.87,0.0,12.98,77.57
2023-02-11 18:00:00,2023,2,11,18,21.23,3.44,55.84,0.0,12.98,77.57
2023-02-11 19:00:00,2023,2,11,19,20.22,3.51,58.25,0.0,12.98,77.57
2023-02-11 20:00:00,2023,2,11,20,19.3,3.58,60.81,0.0,12.98,77.57
2023-02-11 21:00:00,2023,2,11,21,18.42,3.67,63.37,0.0,12.98,77.57
2023-02-11 22:00:00,2023,2,11,22,17.67,3.6,66.14,0.0,12.98,77.57
2023-02-11 23:00:00,2023,2,11,23,17.23,3.36,68.49,0.0,12.98,77.57
2023-02-12 00:00:00,2023,2,12,0,16.75,3.03,71.86,0.0,12.98,77.57
2023-02-12 01:00:00,2023,2,12,1,16.31,2.74,75.57,0.0,12.98,77.57
2023-02-12 02:00:00,2023,2,12,2,16.08,2.5,78.64,0.0,12.98,77.57
2023-02-12 03:00:00,2023,2,12,3,15.8,2.36,81.18,0.0,12.98,77.57
2023-02-12 04:00:00,2023,2,12,4,15.62,2.18,82.22,0.0,12.98,77.57
2023-02-12 05:00:00,2023,2,12,5,15.58,1.97,81.33,0.0,12.98,77.57
2023-02-12 06:00:00,2023,2,12,6,16.44,1.66,79.94,0.0,12.98,77.57
2023-02-12 07:00:00,2023,2,12,7,19.24,1.79,64.32,0.0,12.98,77.57
2023-02-12 08:00:00,2023,2,12,8,23.43,2.04,46.89,0.0,12.98,77.57
2023-02-12 09:00:00,2023,2,12,9,27.96,4.25,27.84,0.0,12.98,77.57
2023-02-12 10:00:00,2023,2,12,10,30.0,4.94,23.2,0.0,12.98,77.57
2023-02-12 11:00:00,2023,2,12,11,31.46,5.42,20.72,0.0,12.98,77.57
2023-02-12 12:00:00,2023,2,12,12,32.34,5.71,19.66,0.0,12.98,77.57
2023-02-12 13:00:00,2023,2,12,13,32.62,5.88,19.24,0.0,12.98,77.57
2023-02-12 14:00:00,2023,2,12,14,32.33,5.89,19.42,0.0,12.98,77.57
2023-02-12 15:00:00,2023,2,12,15,31.41,5.74,20.52,0.0,12.98,77.57
2023-02-12 16:00:00,2023,2,12,16,29.28,4.54,26.68,0.0,12.98,77.57
2023-02-12 17:00:00,2023,2,12,17,24.0,3.34,46.32,0.0,12.98,77.57
2023-02-12 18:00:00,2023,2,12,18,21.63,3.65,51.61,0.0,12.98,77.57
2023-02-12 19:00:00,2023,2,12,19,20.49,3.75,54.38,0.0,12.98,77.57
2023-02-12 20:00:00,2023,2,12,20,19.42,3.87,57.57,0.0,12.98,77.57
2023-02-12 21:00:00,2023,2,12,21,18.42,3.96,61.09,0.0,12.98,77.57
2023-02-12 22:00:00,2023,2,12,22,17.43,3.85,65.23,0.0,12.98,77.57
2023-02-12 23:00:00,2023,2,12,23,16.5,3.57,69.62,0.0,12.98,77.57
2023-02-13 00:00:00,2023,2,13,0,15.68,3.29,73.72,0.0,12.98,77.57
2023-02-13 01:00:00,2023,2,13,1,15.01,3.11,76.82,0.0,12.98,77.57
2023-02-13 02:00:00,2023,2,13,2,14.51,2.99,78.32,0.0,12.98,77.57
2023-02-13 03:00:00,2023,2,13,3,14.17,2.87,78.16,0.0,12.98,77.57
2023-02-13 04:00:00,2023,2,13,4,13.98,2.78,76.23,0.0,12.98,77.57
2023-02-13 05:00:00,2023,2,13,5,13.87,2.75,73.33,0.0,12.98,77.57
2023-02-13 06:00:00,2023,2,13,6,15.23,2.57,70.36,0.0,12.98,77.57
2023-02-13 07:00:00,2023,2,13,7,20.41,3.18,44.95,0.0,12.98,77.57
2023-02-13 08:00:00,2023,2,13,8,24.58,4.31,32.2,0.0,12.98,77.57
2023-02-13 09:00:00,2023,2,13,9,27.97,6.76,24.49,0.0,12.98,77.57
2023-02-13 10:00:00,2023,2,13,10,29.7,6.79,21.83,0.0,12.98,77.57
2023-02-13 11:00:00,2023,2,13,11,30.98,6.51,20.0,0.0,12.98,77.57
2023-02-13 12:00:00,2023,2,13,12,31.84,6.09,18.83,0.0,12.98,77.57
2023-02-13 13:00:00,2023,2,13,13,32.21,5.66,18.21,0.0,12.98,77.57
2023-02-13 14:00:00,2023,2,13,14,32.02,5.39,18.17,0.0,12.98,77.57
2023-02-13 15:00:00,2023,2,13,15,31.16,5.23,18.98,0.0,12.98,77.57
2023-02-13 16:00:00,2023,2,13,16,29.03,4.04,25.62,0.0,12.98,77.57
2023-02-13 17:00:00,2023,2,13,17,23.61,3.25,46.27,0.0,12.98,77.57
2023-02-13 18:00:00,2023,2,13,18,21.23,3.66,50.34,0.0,12.98,77.57
2023-02-13 19:00:00,2023,2,13,19,20.15,3.86,52.36,0.0,12.98,77.57
2023-02-13 20:00:00,2023,2,13,20,19.08,4.04,56.0,0.0,12.98,77.57
2023-02-13 21:00:00,2023,2,13,21,18.05,4.1,61.25,0.0,12.98,77.57
2023-02-13 22:00:00,2023,2,13,22,17.11,3.93,67.7,0.0,12.98,77.57
2023-02-13 23:00:00,2023,2,13,23,16.28,3.59,74.75,0.0,12.98,77.57
2023-02-14 00:00:00,2023,2,14,0,15.5,3.19,81.51,0.0,12.98,77.57
2023-02-14 01:00:00,2023,2,14,1,14.8,2.9,87.02,0.0,12.98,77.57
2023-02-14 02:00:00,2023,2,14,2,14.19,2.72,90.73,0.0,12.98,77.57
2023-02-14 03:00:00,2023,2,14,3,13.75,2.51,92.33,0.0,12.98,77.57
2023-02-14 04:00:00,2023,2,14,4,13.71,2.17,90.84,0.0,12.98,77.57
2023-02-14 05:00:00,2023,2,14,5,14.03,1.76,86.75,0.0,12.98,77.57
2023-02-14 06:00:00,2023,2,14,6,15.27,1.37,81.65,0.0,12.98,77.57
2023-02-14 07:00:00,2023,2,14,7,18.74,1.47,63.62,0.0,12.98,77.57
2023-02-14 08:00:00,2023,2,14,8,23.28,2.69,43.59,0.0,12.98,77.57
2023-02-14 09:00:00,2023,2,14,9,27.23,4.79,26.83,0.0,12.98,77.57
2023-02-14 10:00:00,2023,2,14,10,29.11,5.07,23.05,0.0,12.98,77.57
2023-02-14 11:00:00,2023,2,14,11,30.52,5.08,20.39,0.0,12.98,77.57
2023-02-14 12:00:00,2023,2,14,12,31.44,4.97,18.84,0.0,12.98,77.57
2023-02-14 13:00:00,2023,2,14,13,31.79,4.78,17.95,0.0,12.98,77.57
2023-02-14 14:00:00,2023,2,14,14,31.64,4.52,17.62,0.0,12.98,77.57
2023-02-14 15:00:00,2023,2,14,15,30.87,4.19,18.11,0.0,12.98,77.57
2023-02-14 16:00:00,2023,2,14,16,28.87,3.17,24.87,0.0,12.98,77.57
2023-02-14 17:00:00,2023,2,14,17,23.55,2.82,47.95,0.0,12.98,77.57
2023-02-14 18:00:00,2023,2,14,18,21.05,3.31,51.37,0.0,12.98,77.57
2023-02-14 19:00:00,2023,2,14,19,19.8,3.49,53.83,0.0,12.98,77.57
2023-02-14 20:00:00,2023,2,14,20,18.67,3.5,57.38,0.0,12.98,77.57
2023-02-14 21:00:00,2023,2,14,21,17.6,3.44,61.96,0.0,12.98,77.57
2023-02-14 22:00:00,2023,2,14,22,16.59,3.3,67.36,0.0,12.98,77.57
2023-02-14 23:00:00,2023,2,14,23,15.7,3.14,73.06,0.0,12.98,77.57
2023-02-15 00:00:00,2023,2,15,0,14.94,2.98,78.46,0.0,12.98,77.57
2023-02-15 01:00:00,2023,2,15,1,14.3,2.85,83.33,0.0,12.98,77.57
2023-02-15 02:00:00,2023,2,15,2,13.81,2.6,87.82,0.0,12.98,77.57
2023-02-15 03:00:00,2023,2,15,3,13.69,2.24,90.18,0.0,12.98,77.57
2023-02-15 04:00:00,2023,2,15,4,14.0,1.8,89.23,0.0,12.98,77.57
2023-02-15 05:00:00,2023,2,15,5,14.44,1.24,86.6,0.0,12.98,77.57
2023-02-15 06:00:00,2023,2,15,6,15.68,0.55,81.34,0.0,12.98,77.57
2023-02-15 07:00:00,2023,2,15,7,18.27,0.31,71.09,0.0,12.98,77.57
2023-02-15 08:00:00,2023,2,15,8,22.85,1.74,47.96,0.0,12.98,77.57
2023-02-15 09:00:00,2023,2,15,9,27.32,4.57,25.26,0.0,12.98,77.57
2023-02-15 10:00:00,2023,2,15,10,29.18,5.09,21.24,0.0,12.98,77.57
2023-02-15 11:00:00,2023,2,15,11,30.53,5.25,19.24,0.0,12.98,77.57
2023-02-15 12:00:00,2023,2,15,12,31.41,5.24,17.99,0.0,12.98,77.57
2023-02-15 13:00:00,2023,2,15,13,31.79,5.14,17.43,0.0,12.98,77.57
2023-02-15 14:00:00,2023,2,15,14,31.56,5.04,17.37,0.0,12.98,77.57
2023-02-15 15:00:00,2023,2,15,15,30.74,4.93,18.03,0.0,12.98,77.57
2023-02-15 16:00:00,2023,2,15,16,28.73,3.95,23.73,0.0,12.98,77.57
2023-02-15 17:00:00,2023,2,15,17,23.3,3.14,45.4,0.0,12.98,77.57
2023-02-15 18:00:00,2023,2,15,18,20.83,3.56,50.15,0.0,12.98,77.57
2023-02-15 19:00:00,2023,2,15,19,19.7,3.64,52.99,0.0,12.98,77.57
2023-02-15 20:00:00,2023,2,15,20,18.64,3.66,57.18,0.0,12.98,77.57
2023-02-15 21:00:00,2023,2,15,21,17.63,3.57,62.61,0.0,12.98,77.57
2023-02-15 22:00:00,2023,2,15,22,16.68,3.37,68.71,0.0,12.98,77.57
2023-02-15 23:00:00,2023,2,15,23,15.86,3.18,74.72,0.0,12.98,77.57
2023-02-16 00:00:00,2023,2,16,0,15.17,3.03,79.82,0.0,12.98,77.57
2023-02-16 01:00:00,2023,2,16,1,14.64,2.83,83.31,0.0,12.98,77.57
2023-02-16 02:00:00,2023,2,16,2,14.32,2.6,85.09,0.0,12.98,77.57
2023-02-16 03:00:00,2023,2,16,3,14.2,2.4,84.85,0.0,12.98,77.57
2023-02-16 04:00:00,2023,2,16,4,14.17,2.28,82.9,0.0,12.98,77.57
2023-02-16 05:00:00,2023,2,16,5,14.03,2.28,80.56,0.0,12.98,77.57
2023-02-16 06:00:00,2023,2,16,6,15.12,2.16,77.97,0.0,12.98,77.57
2023-02-16 07:00:00,2023,2,16,7,19.67,2.86,55.29,0.0,12.98,77.57
2023-02-16 08:00:00,2023,2,16,8,24.02,4.2,38.35,0.0,12.98,77.57
2023-02-16 09:00:00,2023,2,16,9,27.56,6.5,25.68,0.0,12.98,77.57
2023-02-16 10:00:00,2023,2,16,10,29.38,6.89,22.09,0.0,12.98,77.57
2023-02-16 11:00:00,2023,2,16,11,30.75,6.95,19.96,0.0,12.98,77.57
2023-02-16 12:00:00,2023,2,16,12,31.62,6.83,18.66,0.0,12.98,77.57
2023-02-16 13:00:00,2023,2,16,13,31.97,6.64,18.03,0.0,12.98,77.57
2023-02-16 14:00:00,2023,2,16,14,31.72,6.46,18.21,0.0,12.98,77.57
2023-02-16 15:00:00,2023,2,16,15,30.77,6.26,19.38,0.0,12.98,77.57
2023-02-16 16:00:00,2023,2,16,16,28.79,5.26,23.95,0.0,12.98,77.57
2023-02-16 17:00:00,2023,2,16,17,23.54,3.49,42.9,0.0,12.98,77.57
2023-02-16 18:00:00,2023,2,16,18,21.09,3.83,50.2,0.0,12.98,77.57
2023-02-16 19:00:00,2023,2,16,19,20.03,4.04,54.64,0.0,12.98,77.57
2023-02-16 20:00:00,2023,2,16,20,18.92,4.03,60.93,0.0,12.98,77.57
2023-02-16 21:00:00,2023,2,16,21,17.82,3.8,68.17,0.0,12.98,77.57
2023-02-16 22:00:00,2023,2,16,22,16.86,3.48,75.39,0.0,12.98,77.57
2023-02-16 23:00:00,2023,2,16,23,15.98,3.1,82.26,0.0,12.98,77.57
2023-02-17 00:00:00,2023,2,17,0,15.14,2.79,88.95,0.0,12.98,77.57
2023-02-17 01:00:00,2023,2,17,1,14.42,2.58,94.63,0.0,12.98,77.57
2023-02-17 02:00:00,2023,2,17,2,13.92,2.38,98.35,0.0,12.98,77.57
2023-02-17 03:00:00,2023,2,17,3,13.58,2.24,99.9,0.0,12.98,77.57
2023-02-17 04:00:00,2023,2,17,4,13.28,2.18,100.0,0.0,12.98,77.57
2023-02-17 05:00:00,2023,2,17,5,12.97,2.15,100.0,0.0,12.98,77.57
2023-02-17 06:00:00,2023,2,17,6,14.33,2.0,93.94,0.0,12.98,77.57
2023-02-17 07:00:00,2023,2,17,7,18.07,2.38,73.85,0.0,12.98,77.57
2023-02-17 08:00:00,2023,2,17,8,23.38,3.35,41.0,0.0,12.98,77.57
2023-02-17 09:00:00,2023,2,17,9,26.94,4.91,26.23,0.0,12.98,77.57
2023-02-17 10:00:00,2023,2,17,10,28.77,5.41,22.96,0.0,12.98,77.57
2023-02-17 11:00:00,2023,2,17,11,30.15,5.62,20.77,0.0,12.98,77.57
2023-02-17 12:00:00,2023,2,17,12,31.07,5.61,19.52,0.0,12.98,77.57
2023-02-17 13:00:00,2023,2,17,13,31.43,5.42,19.13,0.0,12.98,77.57
2023-02-17 14:00:00,2023,2,17,14,31.3,5.13,19.23,0.0,12.98,77.57
2023-02-17 15:00:00,2023,2,17,15,30.57,4.83,20.15,0.0,12.98,77.57
2023-02-17 16:00:00,2023,2,17,16,28.79,4.03,24.88,0.0,12.98,77.57
2023-02-17 17:00:00,2023,2,17,17,23.54,3.05,46.58,0.0,12.98,77.57
2023-02-17 18:00:00,2023,2,17,18,21.06,3.5,52.17,0.0,12.98,77.57
2023-02-17 19:00:00,2023,2,17,19,20.04,3.66,55.05,0.0,12.98,77.57
2023-02-17 20:00:00,2023,2,17,20,19.09,3.87,59.29,0.0,12.98,77.57
2023-02-17 21:00:00,2023,2,17,21,18.22,4.1,64.45,0.0,12.98,77.57
2023-02-17 22:00:00,2023,2,17,22,17.36,4.14,70.98,0.0,12.98,77.57
2023-02-17 23:00:00,2023,2,17,23,16.55,3.99,78.41,0.0,12.98,77.57
2023-02-18 00:00:00,2023,2,18,0,15.77,3.65,86.36,0.0,12.98,77.57
2023-02-18 01:00:00,2023,2,18,1,14.98,3.26,94.98,0.0,12.98,77.57
2023-02-18 02:00:00,2023,2,18,2,14.21,2.89,100.0,0.0,12.98,77.57
2023-02-18 03:00:00,2023,2,18,3,14.26,2.6,100.0,0.0,12.98,77.57
2023-02-18 04:00:00,2023,2,18,4,14.43,2.58,100.0,0.0,12.98,77.57
2023-02-18 05:00:00,2023,2,18,5,14.33,2.63,100.0,0.0,12.98,77.57
2023-02-18 06:00:00,2023,2,18,6,15.04,3.3,94.7,0.0,12.98,77.57
2023-02-18 07:00:00,2023,2,18,7,17.56,3.4,82.17,0.0,12.98,77.57
2023-02-18 08:00:00,2023,2,18,8,21.59,3.13,60.32,0.0,12.98,77.57
2023-02-18 09:00:00,2023,2,18,9,26.56,3.55,31.6,0.0,12.98,77.57
2023-02-18 10:00:00,2023,2,18,10,28.63,3.64,25.66,0.0,12.98,77.57
2023-02-18 11:00:00,2023,2,18,11,30.01,3.5,22.94,0.0,12.98,77.57
2023-02-18 12:00:00,2023,2,18,12,30.97,3.32,21.07,0.0,12.98,77.57
2023-02-18 13:00:00,2023,2,18,13,31.44,3.11,20.17,0.0,12.98,77.57
2023-02-18 14:00:00,2023,2,18,14,31.37,3.02,19.89,0.0,12.98,77.57
2023-02-18 15:00:00,2023,2,18,15,30.72,3.07,20.37,0.0,12.98,77.57
2023-02-18 16:00:00,2023,2,18,16,29.11,2.78,25.03,0.0,12.98,77.57
2023-02-18 17:00:00,2023,2,18,17,24.14,2.62,48.17,0.0,12.98,77.57
2023-02-18 18:00:00,2023,2,18,18,21.57,3.28,51.42,0.0,12.98,77.57
2023-02-18 19:00:00,2023,2,18,19,20.42,3.5,52.8,0.0,12.98,77.57
2023-02-18 20:00:00,2023,2,18,20,19.38,3.67,55.51,0.0,12.98,77.57
2023-02-18 21:00:00,2023,2,18,21,18.41,3.85,59.76,0.0,12.98,77.57
2023-02-18 22:00:00,2023,2,18,22,17.53,4.0,65.49,0.0,12.98,77.57
2023-02-18 23:00:00,2023,2,18,23,16.74,3.97,72.96,0.0,12.98,77.57
2023-02-19 00:00:00,2023,2,19,0,16.03,3.66,81.42,0.0,12.98,77.57
2023-02-19 01:00:00,2023,2,19,1,15.34,3.22,90.4,0.0,12.98,77.57
2023-02-19 02:00:00,2023,2,19,2,14.72,2.88,98.93,0.0,12.98,77.57
2023-02-19 03:00:00,2023,2,19,3,14.38,2.66,100.0,0.0,12.98,77.57
2023-02-19 04:00:00,2023,2,19,4,14.69,2.47,100.0,0.0,12.98,77.57
2023-02-19 05:00:00,2023,2,19,5,14.77,2.38,100.0,0.0,12.98,77.57
2023-02-19 06:00:00,2023,2,19,6,15.76,3.26,95.19,0.0,12.98,77.57
2023-02-19 07:00:00,2023,2,19,7,18.44,3.58,80.6,0.0,12.98,77.57
2023-02-19 08:00:00,2023,2,19,8,22.85,3.51,54.35,0.0,12.98,77.57
2023-02-19 09:00:00,2023,2,19,9,26.32,2.84,39.38,0.0,12.98,77.57
2023-02-19 10:00:00,2023,2,19,10,28.54,2.51,32.61,0.0,12.98,77.57
2023-02-19 11:00:00,2023,2,19,11,30.05,2.58,28.85,0.0,12.98,77.57
2023-02-19 12:00:00,2023,2,19,12,31.1,2.68,26.23,0.0,12.98,77.57
2023-02-19 13:00:00,2023,2,19,13,31.64,2.78,24.63,0.0,12.98,77.57
2023-02-19 14:00:00,2023,2,19,14,31.66,2.85,23.92,0.0,12.98,77.57
2023-02-19 15:00:00,2023,2,19,15,31.08,3.01,23.91,0.0,12.98,77.57
2023-02-19 16:00:00,2023,2,19,16,29.58,2.96,27.19,0.0,12.98,77.57
2023-02-19 17:00:00,2023,2,19,17,24.92,2.57,48.89,0.0,12.98,77.57
2023-02-19 18:00:00,2023,2,19,18,22.38,3.25,52.12,0.0,12.98,77.57
2023-02-19 19:00:00,2023,2,19,19,21.24,3.55,52.4,0.0,12.98,77.57
2023-02-19 20:00:00,2023,2,19,20,20.13,3.89,54.41,0.0,12.98,77.57
2023-02-19 21:00:00,2023,2,19,21,19.03,4.35,57.68,0.0,12.98,77.57
2023-02-19 22:00:00,2023,2,19,22,17.96,4.66,62.1,0.0,12.98,77.57
2023-02-19 23:00:00,2023,2,19,23,16.93,4.38,67.99,0.0,12.98,77.57
2023-02-20 00:00:00,2023,2,20,0,16.07,3.73,74.96,0.0,12.98,77.57
2023-02-20 01:00:00,2023,2,20,1,15.3,3.01,82.14,0.0,12.98,77.57
2023-02-20 02:00:00,2023,2,20,2,14.68,2.56,88.16,0.0,12.98,77.57
2023-02-20 03:00:00,2023,2,20,3,14.22,2.38,92.62,0.0,12.98,77.57
2023-02-20 04:00:00,2023,2,20,4,13.97,2.2,94.81,0.0,12.98,77.57
2023-02-20 05:00:00,2023,2,20,5,14.02,1.99,93.95,0.0,12.98,77.57
2023-02-20 06:00:00,2023,2,20,6,15.59,1.74,86.15,0.0,12.98,77.57
2023-02-20 07:00:00,2023,2,20,7,19.06,1.84,68.84,0.0,12.98,77.57
2023-02-20 08:00:00,2023,2,20,8,24.58,1.82,40.4,0.0,12.98,77.57
2023-02-20 09:00:00,2023,2,20,9,27.46,2.12,31.03,0.0,12.98,77.57
2023-02-20 10:00:00,2023,2,20,10,29.24,2.18,26.73,0.0,12.98,77.57
2023-02-20 11:00:00,2023,2,20,11,30.68,2.17,23.58,0.0,12.98,77.57
2023-02-20 12:00:00,2023,2,20,12,31.72,2.14,21.41,0.0,12.98,77.57
2023-02-20 13:00:00,2023,2,20,13,32.33,2.09,20.0,0.0,12.98,77.57
2023-02-20 14:00:00,2023,2,20,14,32.34,2.17,19.37,0.0,12.98,77.57
2023-02-20 15:00:00,2023,2,20,15,31.77,2.53,19.1,0.0,12.98,77.57
2023-02-20 16:00:00,2023,2,20,16,30.18,2.58,22.87,0.0,12.98,77.57
2023-02-20 17:00:00,2023,2,20,17,25.19,2.55,44.54,0.0,12.98,77.57
