time,YEAR,MO,DY,HR,T2M,WS10M,RH2M,PRECTOTCORR,LAT,LON
2023-05-17 08:00:00,2023,5,17,8,28.67,1.73,46.6,0.0,12.98,77.57
2023-05-17 09:00:00,2023,5,17,9,30.62,1.92,37.58,0.0,12.98,77.57
2023-05-17 10:00:00,2023,5,17,10,32.23,2.1,31.72,0.0,12.98,77.57
2023-05-17 11:00:00,2023,5,17,11,33.57,1.97,28.36,0.0,12.98,77.57
2023-05-17 12:00:00,2023,5,17,12,34.64,1.69,26.17,0.01,12.98,77.57
2023-05-17 13:00:00,2023,5,17,13,35.19,1.42,25.08,0.01,12.98,77.57
2023-05-17 14:00:00,2023,5,17,14,35.17,1.43,24.91,0.01,12.98,77.57
2023-05-17 15:00:00,2023,5,17,15,34.62,1.62,25.46,0.01,12.98,77.57
2023-05-17 16:00:00,2023,5,17,16,33.79,1.71,27.83,0.01,12.98,77.57
2023-05-17 17:00:00,2023,5,17,17,32.08,1.53,38.8,0.01,12.98,77.57
2023-05-17 18:00:00,2023,5,17,18,29.55,1.71,54.52,0.01,12.98,77.57
2023-05-17 19:00:00,2023,5,17,19,29.03,1.69,54.85,0.01,12.98,77.57
2023-05-17 20:00:00,2023,5,17,20,29.08,1.31,52.49,0.01,12.98,77.57
2023-05-17 21:00:00,2023,5,17,21,29.27,0.66,47.66,0.01,12.98,77.57
2023-05-17 22:00:00,2023,5,17,22,28.77,0.33,47.33,0.03,12.98,77.57
2023-05-17 23:00:00,2023,5,17,23,27.5,0.76,57.23,0.06,12.98,77.57
2023-05-18 00:00:00,2023,5,18,0,26.12,1.03,67.94,0.13,12.98,77.57
2023-05-18 01:00:00,2023,5,18,1,24.94,1.2,74.25,0.2,12.98,77.57
2023-05-18 02:00:00,2023,5,18,2,23.79,1.35,77.57,0.2,12.98,77.57
2023-05-18 03:00:00,2023,5,18,3,22.89,1.49,81.9,0.2,12.98,77.57
2023-05-18 04:00:00,2023,5,18,4,22.22,1.66,85.34,0.22,12.98,77.57
2023-05-18 05:00:00,2023,5,18,5,21.82,1.83,87.34,0.22,12.98,77.57
2023-05-18 06:00:00,2023,5,18,6,23.84,2.8,76.45,0.1,12.98,77.57
2023-05-18 07:00:00,2023,5,18,7,27.17,2.84,56.57,0.13,12.98,77.57
2023-05-18 08:00:00,2023,5,18,8,30.68,2.48,39.06,0.0,12.98,77.57
2023-05-18 09:00:00,2023,5,18,9,33.12,2.33,31.55,0.0,12.98,77.57
2023-05-18 10:00:00,2023,5,18,10,34.75,2.46,27.87,0.0,12.98,77.57
2023-05-18 11:00:00,2023,5,18,11,35.89,2.67,25.73,0.0,12.98,77.57
2023-05-18 12:00:00,2023,5,18,12,36.57,2.9,24.41,0.0,12.98,77.57
2023-05-18 13:00:00,2023,5,18,13,36.59,3.05,24.05,0.0,12.98,77.57
2023-05-18 14:00:00,2023,5,18,14,36.35,3.01,24.14,0.0,12.98,77.57
2023-05-18 15:00:00,2023,5,18,15,35.78,2.99,24.82,0.0,12.98,77.57
2023-05-18 16:00:00,2023,5,18,16,34.26,2.72,28.33,0.0,12.98,77.57
2023-05-18 17:00:00,2023,5,18,17,31.93,2.07,42.59,0.0,12.98,77.57
2023-05-18 18:00:00,2023,5,18,18,29.63,2.36,53.61,0.0,12.98,77.57
2023-05-18 19:00:00,2023,5,18,19,28.69,2.79,54.48,0.0,12.98,77.57
2023-05-18 20:00:00,2023,5,18,20,27.9,3.47,56.73,0.0,12.98,77.57
2023-05-18 21:00:00,2023,5,18,21,27.04,4.32,61.66,0.0,12.98,77.57
2023-05-18 22:00:00,2023,5,18,22,25.9,4.49,69.16,0.0,12.98,77.57
2023-05-18 23:00:00,2023,5,18,23,25.02,4.37,75.3,0.0,12.98,77.57
2023-05-19 00:00:00,2023,5,19,0,24.4,4.09,79.82,0.0,12.98,77.57
2023-05-19 01:00:00,2023,5,19,1,24.13,3.99,82.41,0.0,12.98,77.57
2023-05-19 02:00:00,2023,5,19,2,23.9,3.51,84.54,0.0,12.98,77.57
2023-05-19 03:00:00,2023,5,19,3,23.66,2.81,86.56,0.0,12.98,77.57
2023-05-19 04:00:00,2023,5,19,4,23.54,2.4,87.67,0.0,12.98,77.57
2023-05-19 05:00:00,2023,5,19,5,23.46,1.99,88.45,0.0,12.98,77.57
2023-05-19 06:00:00,2023,5,19,6,24.51,2.47,81.85,0.0,12.98,77.57
2023-05-19 07:00:00,2023,5,19,7,26.29,1.98,70.52,0.0,12.98,77.57
2023-05-19 08:00:00,2023,5,19,8,27.84,1.43,61.87,0.0,12.98,77.57
2023-05-19 09:00:00,2023,5,19,9,29.21,0.96,55.0,0.0,12.98,77.57
2023-05-19 10:00:00,2023,5,19,10,30.32,1.02,49.97,0.01,12.98,77.57
2023-05-19 11:00:00,2023,5,19,11,31.54,1.27,45.89,0.01,12.98,77.57
2023-05-19 12:00:00,2023,5,19,12,32.17,1.53,43.51,0.01,12.98,77.57
2023-05-19 13:00:00,2023,5,19,13,32.16,2.12,42.93,0.01,12.98,77.57
2023-05-19 14:00:00,2023,5,19,14,31.63,2.76,43.81,0.01,12.98,77.57
2023-05-19 15:00:00,2023,5,19,15,31.08,2.91,44.74,0.01,12.98,77.57
2023-05-19 16:00:00,2023,5,19,16,30.27,2.46,47.16,0.01,12.98,77.57
2023-05-19 17:00:00,2023,5,19,17,29.22,1.52,53.53,0.01,12.98,77.57
2023-05-19 18:00:00,2023,5,19,18,28.14,0.74,66.2,0.01,12.98,77.57
2023-05-19 19:00:00,2023,5,19,19,28.2,0.07,60.78,0.01,12.98,77.57
2023-05-19 20:00:00,2023,5,19,20,27.38,1.02,61.0,0.01,12.98,77.57
2023-05-19 21:00:00,2023,5,19,21,25.95,1.75,67.72,0.01,12.98,77.57
2023-05-19 22:00:00,2023,5,19,22,24.71,2.24,73.13,0.01,12.98,77.57
2023-05-19 23:00:00,2023,5,19,23,23.89,2.5,76.15,0.02,12.98,77.57
2023-05-20 00:00:00,2023,5,20,0,23.25,2.56,79.7,0.02,12.98,77.57
2023-05-20 01:00:00,2023,5,20,1,22.76,2.76,84.13,0.01,12.98,77.57
2023-05-20 02:00:00,2023,5,20,2,22.54,3.41,87.87,0.01,12.98,77.57
2023-05-20 03:00:00,2023,5,20,3,22.33,3.8,91.46,0.01,12.98,77.57
2023-05-20 04:00:00,2023,5,20,4,22.35,3.68,92.47,0.01,12.98,77.57
2023-05-20 05:00:00,2023,5,20,5,22.38,3.49,92.53,0.02,12.98,77.57
2023-05-20 06:00:00,2023,5,20,6,23.51,3.88,85.89,0.02,12.98,77.57
2023-05-20 07:00:00,2023,5,20,7,25.9,4.15,71.67,0.02,12.98,77.57
2023-05-20 08:00:00,2023,5,20,8,28.71,4.02,57.03,8.37,12.98,77.57
2023-05-20 09:00:00,2023,5,20,9,30.73,3.53,48.15,4.11,12.98,77.57
2023-05-20 10:00:00,2023,5,20,10,32.11,3.11,43.32,3.09,12.98,77.57
2023-05-20 11:00:00,2023,5,20,11,32.95,3.05,40.77,3.78,12.98,77.57
2023-05-20 12:00:00,2023,5,20,12,33.41,3.27,39.07,3.57,12.98,77.57
2023-05-20 13:00:00,2023,5,20,13,33.05,3.43,39.24,4.48,12.98,77.57
2023-05-20 14:00:00,2023,5,20,14,33.04,3.36,38.82,3.74,12.98,77.57
2023-05-20 15:00:00,2023,5,20,15,32.6,2.98,39.31,2.91,12.98,77.57
2023-05-20 16:00:00,2023,5,20,16,31.85,2.49,41.14,1.52,12.98,77.57
2023-05-20 17:00:00,2023,5,20,17,30.4,1.63,50.62,1.0,12.98,77.57
2023-05-20 18:00:00,2023,5,20,18,28.26,1.46,68.21,0.22,12.98,77.57
2023-05-20 19:00:00,2023,5,20,19,27.42,1.71,69.7,0.15,12.98,77.57
2023-05-20 20:00:00,2023,5,20,20,26.6,1.97,71.73,0.26,12.98,77.57
2023-05-20 21:00:00,2023,5,20,21,26.05,2.09,73.65,1.27,12.98,77.57
2023-05-20 22:00:00,2023,5,20,22,25.6,2.08,75.64,2.55,12.98,77.57
2023-05-20 23:00:00,2023,5,20,23,25.23,1.95,77.82,3.2,12.98,77.57
2023-05-21 00:00:00,2023,5,21,0,24.89,1.73,80.37,5.26,12.98,77.57
2023-05-21 01:00:00,2023,5,21,1,24.55,1.45,83.19,8.39,12.98,77.57
2023-05-21 02:00:00,2023,5,21,2,24.03,1.3,86.48,10.35,12.98,77.57
2023-05-21 03:00:00,2023,5,21,3,23.69,1.2,87.44,11.75,12.98,77.57
2023-05-21 04:00:00,2023,5,21,4,23.23,1.35,88.08,13.08,12.98,77.57
2023-05-21 05:00:00,2023,5,21,5,22.94,1.67,89.08,12.19,12.98,77.57
2023-05-21 06:00:00,2023,5,21,6,23.16,2.3,87.26,13.37,12.98,77.57
2023-05-21 07:00:00,2023,5,21,7,24.31,2.53,80.97,14.55,12.98,77.57
2023-05-21 08:00:00,2023,5,21,8,26.71,2.14,65.98,8.02,12.98,77.57
2023-05-21 09:00:00,2023,5,21,9,29.29,0.98,52.93,7.37,12.98,77.57
2023-05-21 10:00:00,2023,5,21,10,31.78,0.93,44.25,6.6,12.98,77.57
2023-05-21 11:00:00,2023,5,21,11,33.23,1.94,39.38,7.62,12.98,77.57
2023-05-21 12:00:00,2023,5,21,12,33.74,2.44,37.13,8.45,12.98,77.57
2023-05-21 13:00:00,2023,5,21,13,33.86,2.55,36.36,9.74,12.98,77.57
2023-05-21 14:00:00,2023,5,21,14,33.53,2.32,37.02,9.08,12.98,77.57
2023-05-21 15:00:00,2023,5,21,15,32.6,1.84,39.17,7.63,12.98,77.57
2023-05-21 16:00:00,2023,5,21,16,31.55,1.63,43.64,6.77,12.98,77.57
2023-05-21 17:00:00,2023,5,21,17,30.0,1.81,52.03,6.24,12.98,77.57
2023-05-21 18:00:00,2023,5,21,18,27.95,1.67,73.29,7.83,12.98,77.57
2023-05-21 19:00:00,2023,5,21,19,27.04,1.84,75.92,12.19,12.98,77.57
2023-05-21 20:00:00,2023,5,21,20,26.42,1.84,78.71,15.61,12.98,77.57
2023-05-21 21:00:00,2023,5,21,21,25.9,1.79,81.16,16.74,12.98,77.57
2023-05-21 22:00:00,2023,5,21,22,25.46,1.72,83.33,12.8,12.98,77.57
2023-05-21 23:00:00,2023,5,21,23,25.05,1.6,85.34,8.9,12.98,77.57
2023-05-22 00:00:00,2023,5,22,0,24.66,1.47,87.14,6.46,12.98,77.57
2023-05-22 01:00:00,2023,5,22,1,24.23,1.4,88.59,3.7,12.98,77.57
2023-05-22 02:00:00,2023,5,22,2,23.61,1.61,89.66,2.3,12.98,77.57
2023-05-22 03:00:00,2023,5,22,3,23.01,1.97,90.41,1.5,12.98,77.57
2023-05-22 04:00:00,2023,5,22,4,22.38,2.15,91.88,1.04,12.98,77.57
2023-05-22 05:00:00,2023,5,22,5,22.11,2.12,92.7,1.02,12.98,77.57
2023-05-22 06:00:00,2023,5,22,6,23.74,3.04,84.1,0.54,12.98,77.57
2023-05-22 07:00:00,2023,5,22,7,26.56,2.77,67.65,2.03,12.98,77.57
2023-05-22 08:00:00,2023,5,22,8,29.29,2.64,54.09,4.38,12.98,77.57
2023-05-22 09:00:00,2023,5,22,9,31.21,2.3,46.45,3.98,12.98,77.57
2023-05-22 10:00:00,2023,5,22,10,32.68,2.0,40.87,3.91,12.98,77.57
2023-05-22 11:00:00,2023,5,22,11,33.74,1.81,37.01,4.65,12.98,77.57
2023-05-22 12:00:00,2023,5,22,12,34.42,1.78,34.43,5.17,12.98,77.57
2023-05-22 13:00:00,2023,5,22,13,34.65,1.68,33.02,6.77,12.98,77.57
2023-05-22 14:00:00,2023,5,22,14,34.36,1.7,32.97,5.33,12.98,77.57
2023-05-22 15:00:00,2023,5,22,15,33.73,1.86,33.92,2.93,12.98,77.57
2023-05-22 16:00:00,2023,5,22,16,32.39,2.16,37.74,1.29,12.98,77.57
2023-05-22 17:00:00,2023,5,22,17,30.49,2.19,48.3,0.45,12.98,77.57
2023-05-22 18:00:00,2023,5,22,18,27.98,2.41,64.21,0.38,12.98,77.57
2023-05-22 19:00:00,2023,5,22,19,26.88,3.06,66.01,0.72,12.98,77.57
2023-05-22 20:00:00,2023,5,22,20,25.91,3.65,69.65,0.91,12.98,77.57
2023-05-22 21:00:00,2023,5,22,21,25.22,4.3,73.55,1.5,12.98,77.57
2023-05-22 22:00:00,2023,5,22,22,24.62,4.42,77.69,3.56,12.98,77.57
2023-05-22 23:00:00,2023,5,22,23,24.1,4.16,81.18,5.1,12.98,77.57
2023-05-23 00:00:00,2023,5,23,0,23.58,3.69,84.55,7.72,12.98,77.57
2023-05-23 01:00:00,2023,5,23,1,23.1,3.22,87.81,6.09,12.98,77.57
2023-05-23 02:00:00,2023,5,23,2,22.73,2.63,90.56,3.96,12.98,77.57
2023-05-23 03:00:00,2023,5,23,3,22.45,2.07,92.71,1.59,12.98,77.57
2023-05-23 04:00:00,2023,5,23,4,22.26,1.77,93.83,1.62,12.98,77.57
2023-05-23 05:00:00,2023,5,23,5,22.27,1.77,93.84,1.14,12.98,77.57
2023-05-23 06:00:00,2023,5,23,6,23.25,2.84,87.78,1.37,12.98,77.57
2023-05-23 07:00:00,2023,5,23,7,24.98,3.28,77.02,1.59,12.98,77.57
2023-05-23 08:00:00,2023,5,23,8,27.26,3.45,61.73,8.48,12.98,77.57
2023-05-23 09:00:00,2023,5,23,9,29.23,3.05,51.33,8.61,12.98,77.57
2023-05-23 10:00:00,2023,5,23,10,30.69,2.51,44.97,6.56,12.98,77.57
2023-05-23 11:00:00,2023,5,23,11,31.9,2.03,40.08,4.98,12.98,77.57
2023-05-23 12:00:00,2023,5,23,12,32.82,1.63,36.12,4.5,12.98,77.57
2023-05-23 13:00:00,2023,5,23,13,33.35,1.2,33.33,3.74,12.98,77.57
2023-05-23 14:00:00,2023,5,23,14,33.37,0.85,32.16,1.84,12.98,77.57
2023-05-23 15:00:00,2023,5,23,15,32.89,0.67,32.77,2.85,12.98,77.57
2023-05-23 16:00:00,2023,5,23,16,32.13,0.79,35.71,1.1,12.98,77.57
2023-05-23 17:00:00,2023,5,23,17,30.57,1.15,46.95,1.57,12.98,77.57
2023-05-23 18:00:00,2023,5,23,18,27.78,1.84,67.09,1.22,12.98,77.57
2023-05-23 19:00:00,2023,5,23,19,26.57,2.28,68.87,1.5,12.98,77.57
2023-05-23 20:00:00,2023,5,23,20,25.75,2.43,70.5,2.35,12.98,77.57
2023-05-23 21:00:00,2023,5,23,21,25.1,2.46,72.62,6.12,12.98,77.57
2023-05-23 22:00:00,2023,5,23,22,24.46,2.44,75.53,8.72,12.98,77.57
2023-05-23 23:00:00,2023,5,23,23,23.77,2.4,78.78,7.81,12.98,77.57
2023-05-24 00:00:00,2023,5,24,0,23.22,2.35,81.17,6.97,12.98,77.57
2023-05-24 01:00:00,2023,5,24,1,22.69,2.37,83.36,0.32,12.98,77.57
2023-05-24 02:00:00,2023,5,24,2,22.18,2.47,85.74,0.13,12.98,77.57
2023-05-24 03:00:00,2023,5,24,3,21.63,2.5,89.25,0.02,12.98,77.57
2023-05-24 04:00:00,2023,5,24,4,21.06,2.38,93.51,0.0,12.98,77.57
2023-05-24 05:00:00,2023,5,24,5,20.98,2.86,95.33,0.01,12.98,77.57
2023-05-24 06:00:00,2023,5,24,6,22.37,4.04,89.94,0.0,12.98,77.57
2023-05-24 07:00:00,2023,5,24,7,24.58,4.46,78.91,0.01,12.98,77.57
2023-05-24 08:00:00,2023,5,24,8,26.72,4.09,66.1,0.0,12.98,77.57
2023-05-24 09:00:00,2023,5,24,9,28.78,3.5,55.53,0.05,12.98,77.57
2023-05-24 10:00:00,2023,5,24,10,30.24,2.87,49.82,0.26,12.98,77.57
2023-05-24 11:00:00,2023,5,24,11,31.1,2.26,46.53,0.4,12.98,77.57
2023-05-24 12:00:00,2023,5,24,12,31.84,1.88,44.03,0.53,12.98,77.57
2023-05-24 13:00:00,2023,5,24,13,32.28,1.72,42.22,0.67,12.98,77.57
2023-05-24 14:00:00,2023,5,24,14,32.25,1.83,41.21,0.8,12.98,77.57
2023-05-24 15:00:00,2023,5,24,15,31.77,2.17,41.38,0.69,12.98,77.57
2023-05-24 16:00:00,2023,5,24,16,30.83,2.66,43.33,0.41,12.98,77.57
2023-05-24 17:00:00,2023,5,24,17,29.05,2.36,53.98,0.4,12.98,77.57
2023-05-24 18:00:00,2023,5,24,18,26.59,2.36,68.13,0.48,12.98,77.57
2023-05-24 19:00:00,2023,5,24,19,25.72,2.59,70.32,0.65,12.98,77.57
2023-05-24 20:00:00,2023,5,24,20,25.04,2.73,72.3,0.83,12.98,77.57
2023-05-24 21:00:00,2023,5,24,21,24.39,2.87,74.42,0.97,12.98,77.57
2023-05-24 22:00:00,2023,5,24,22,23.75,3.04,76.88,1.64,12.98,77.57
2023-05-24 23:00:00,2023,5,24,23,23.08,3.3,80.42,2.54,12.98,77.57
2023-05-25 00:00:00,2023,5,25,0,22.46,3.64,85.19,3.45,12.98,77.57
2023-05-25 01:00:00,2023,5,25,1,21.96,3.83,90.72,4.11,12.98,77.57
2023-05-25 02:00:00,2023,5,25,2,21.72,3.79,94.26,4.1,12.98,77.57
2023-05-25 03:00:00,2023,5,25,3,21.7,3.61,95.21,3.76,12.98,77.57
2023-05-25 04:00:00,2023,5,25,4,21.6,3.27,95.84,3.27,12.98,77.57
2023-05-25 05:00:00,2023,5,25,5,21.57,3.1,95.97,2.95,12.98,77.57
2023-05-25 06:00:00,2023,5,25,6,22.51,3.87,91.03,2.4,12.98,77.57
2023-05-25 07:00:00,2023,5,25,7,24.38,4.25,79.68,1.81,12.98,77.57
2023-05-25 08:00:00,2023,5,25,8,26.79,3.75,64.98,17.59,12.98,77.57
2023-05-25 09:00:00,2023,5,25,9,28.85,2.9,54.84,6.76,12.98,77.57
2023-05-25 10:00:00,2023,5,25,10,30.31,2.33,49.15,2.16,12.98,77.57
2023-05-25 11:00:00,2023,5,25,11,31.32,1.96,45.16,1.55,12.98,77.57
2023-05-25 12:00:00,2023,5,25,12,32.05,1.69,41.95,1.88,12.98,77.57
2023-05-25 13:00:00,2023,5,25,13,32.45,1.57,39.7,1.91,12.98,77.57
2023-05-25 14:00:00,2023,5,25,14,32.45,1.6,38.85,1.41,12.98,77.57
2023-05-25 15:00:00,2023,5,25,15,31.96,1.63,39.57,0.87,12.98,77.57
2023-05-25 16:00:00,2023,5,25,16,31.05,1.58,42.16,0.25,12.98,77.57
2023-05-25 17:00:00,2023,5,25,17,29.78,1.36,49.62,0.14,12.98,77.57
2023-05-25 18:00:00,2023,5,25,18,27.98,1.27,69.81,0.25,12.98,77.57
2023-05-25 19:00:00,2023,5,25,19,27.0,1.74,72.2,0.24,12.98,77.57
2023-05-25 20:00:00,2023,5,25,20,26.14,2.27,71.6,0.23,12.98,77.57
2023-05-25 21:00:00,2023,5,25,21,25.34,3.03,71.91,0.33,12.98,77.57
2023-05-25 22:00:00,2023,5,25,22,24.62,3.94,75.49,0.59,12.98,77.57
2023-05-25 23:00:00,2023,5,25,23,23.87,4.29,81.46,1.45,12.98,77.57
2023-05-26 00:00:00,2023,5,26,0,23.33,4.46,86.6,2.14,12.98,77.57
2023-05-26 01:00:00,2023,5,26,1,22.93,4.4,90.57,1.53,12.98,77.57
2023-05-26 02:00:00,2023,5,26,2,22.61,4.18,93.21,3.28,12.98,77.57
2023-05-26 03:00:00,2023,5,26,3,22.43,3.95,94.42,2.44,12.98,77.57
2023-05-26 04:00:00,2023,5,26,4,22.26,3.81,95.02,1.65,12.98,77.57
2023-05-26 05:00:00,2023,5,26,5,22.15,3.8,95.09,1.13,12.98,77.57
2023-05-26 06:00:00,2023,5,26,6,22.74,4.65,90.83,0.34,12.98,77.57
2023-05-26 07:00:00,2023,5,26,7,24.21,5.27,80.7,0.44,12.98,77.57
2023-05-26 08:00:00,2023,5,26,8,26.73,5.39,63.51,0.05,12.98,77.57
2023-05-26 09:00:00,2023,5,26,9,29.37,4.86,50.12,0.04,12.98,77.57
2023-05-26 10:00:00,2023,5,26,10,31.33,4.03,43.54,0.26,12.98,77.57
2023-05-26 11:00:00,2023,5,26,11,32.63,3.3,39.83,0.86,12.98,77.57
2023-05-26 12:00:00,2023,5,26,12,33.44,2.79,37.11,2.16,12.98,77.57
2023-05-26 13:00:00,2023,5,26,13,33.7,2.59,35.68,3.77,12.98,77.57
2023-05-26 14:00:00,2023,5,26,14,33.58,2.51,35.37,4.14,12.98,77.57
2023-05-26 15:00:00,2023,5,26,15,33.03,2.46,35.95,3.13,12.98,77.57
2023-05-26 16:00:00,2023,5,26,16,31.8,2.23,38.61,1.3,12.98,77.57
2023-05-26 17:00:00,2023,5,26,17,30.36,1.64,46.86,0.35,12.98,77.57
2023-05-26 18:00:00,2023,5,26,18,28.67,1.19,64.72,0.14,12.98,77.57
2023-05-26 19:00:00,2023,5,26,19,28.26,1.07,61.64,0.08,12.98,77.57
2023-05-26 20:00:00,2023,5,26,20,27.42,1.23,62.5,0.17,12.98,77.57
2023-05-26 21:00:00,2023,5,26,21,25.97,1.69,68.54,0.04,12.98,77.57
2023-05-26 22:00:00,2023,5,26,22,24.59,2.21,73.35,0.01,12.98,77.57
2023-05-26 23:00:00,2023,5,26,23,23.6,2.59,75.15,0.0,12.98,77.57
2023-05-27 00:00:00,2023,5,27,0,22.85,2.99,77.12,0.01,12.98,77.57
2023-05-27 01:00:00,2023,5,27,1,22.2,3.76,80.82,0.05,12.98,77.57
2023-05-27 02:00:00,2023,5,27,2,21.55,4.28,86.14,0.17,12.98,77.57
2023-05-27 03:00:00,2023,5,27,3,21.01,4.36,91.2,0.26,12.98,77.57
2023-05-27 04:00:00,2023,5,27,4,20.62,4.29,94.83,0.36,12.98,77.57
2023-05-27 05:00:00,2023,5,27,5,20.6,4.46,95.5,0.46,12.98,77.57
2023-05-27 06:00:00,2023,5,27,6,21.89,4.99,88.36,0.09,12.98,77.57
2023-05-27 07:00:00,2023,5,27,7,24.6,5.29,73.18,0.09,12.98,77.57
2023-05-27 08:00:00,2023,5,27,8,27.91,5.15,56.42,0.01,12.98,77.57
2023-05-27 09:00:00,2023,5,27,9,30.69,4.3,45.22,0.03,12.98,77.57
2023-05-27 10:00:00,2023,5,27,10,32.47,3.43,39.99,0.15,12.98,77.57
2023-05-27 11:00:00,2023,5,27,11,33.68,2.78,36.83,0.35,12.98,77.57
2023-05-27 12:00:00,2023,5,27,12,34.44,2.37,34.87,0.72,12.98,77.57
2023-05-27 13:00:00,2023,5,27,13,34.6,2.24,34.17,1.15,12.98,77.57
2023-05-27 14:00:00,2023,5,27,14,34.36,2.32,34.42,1.51,12.98,77.57
2023-05-27 15:00:00,2023,5,27,15,33.47,2.47,35.93,1.56,12.98,77.57
2023-05-27 16:00:00,2023,5,27,16,32.4,2.57,38.59,1.31,12.98,77.57
2023-05-27 17:00:00,2023,5,27,17,30.84,2.02,47.54,0.74,12.98,77.57
2023-05-27 18:00:00,2023,5,27,18,28.56,1.81,65.55,0.55,12.98,77.57
2023-05-27 19:00:00,2023,5,27,19,27.82,1.83,68.63,0.43,12.98,77.57
2023-05-27 20:00:00,2023,5,27,20,27.38,1.61,71.25,0.18,12.98,77.57
2023-05-27 21:00:00,2023,5,27,21,27.01,1.33,72.92,0.04,12.98,77.57
2023-05-27 22:00:00,2023,5,27,22,26.49,1.26,74.25,0.05,12.98,77.57
2023-05-27 23:00:00,2023,5,27,23,25.62,1.57,77.28,0.07,12.98,77.57
2023-05-28 00:00:00,2023,5,28,0,24.8,1.89,78.94,0.12,12.98,77.57
2023-05-28 01:00:00,2023,5,28,1,24.03,2.17,80.58,0.12,12.98,77.57
2023-05-28 02:00:00,2023,5,28,2,23.3,2.71,83.11,0.11,12.98,77.57
2023-05-28 03:00:00,2023,5,28,3,22.52,3.27,87.14,0.23,12.98,77.57
2023-05-28 04:00:00,2023,5,28,4,21.88,3.56,91.38,0.14,12.98,77.57
2023-05-28 05:00:00,2023,5,28,5,21.56,3.84,93.6,0.13,12.98,77.57
2023-05-28 06:00:00,2023,5,28,6,22.6,4.99,87.47,0.4,12.98,77.57
2023-05-28 07:00:00,2023,5,28,7,24.75,5.77,73.74,1.08,12.98,77.57
2023-05-28 08:00:00,2023,5,28,8,27.24,5.61,59.22,0.02,12.98,77.57
2023-05-28 09:00:00,2023,5,28,9,29.38,5.0,49.28,0.02,12.98,77.57
2023-05-28 10:00:00,2023,5,28,10,31.1,4.3,42.92,0.02,12.98,77.57
2023-05-28 11:00:00,2023,5,28,11,32.44,3.71,38.74,0.02,12.98,77.57
2023-05-28 12:00:00,2023,5,28,12,33.38,3.18,35.87,0.02,12.98,77.57
2023-05-28 13:00:00,2023,5,28,13,33.85,2.7,34.2,0.02,12.98,77.57
2023-05-28 14:00:00,2023,5,28,14,33.72,2.31,33.71,0.01,12.98,77.57
2023-05-28 15:00:00,2023,5,28,15,33.2,2.0,34.07,0.01,12.98,77.57
2023-05-28 16:00:00,2023,5,28,16,32.2,1.53,36.9,0.0,12.98,77.57
2023-05-28 17:00:00,2023,5,28,17,31.32,0.91,41.78,0.0,12.98,77.57
2023-05-28 18:00:00,2023,5,28,18,30.62,0.16,47.81,0.0,12.98,77.57
2023-05-28 19:00:00,2023,5,28,19,29.68,0.87,50.98,0.0,12.98,77.57
2023-05-28 20:00:00,2023,5,28,20,28.12,1.49,62.38,0.0,12.98,77.57
2023-05-28 21:00:00,2023,5,28,21,26.99,1.88,66.74,0.0,12.98,77.57
2023-05-28 22:00:00,2023,5,28,22,26.12,2.08,68.15,0.0,12.98,77.57
2023-05-28 23:00:00,2023,5,28,23,25.3,2.19,69.54,0.0,12.98,77.57
2023-05-29 00:00:00,2023,5,29,0,24.49,2.37,72.32,0.0,12.98,77.57
2023-05-29 01:00:00,2023,5,29,1,23.79,2.53,76.2,0.02,12.98,77.57
2023-05-29 02:00:00,2023,5,29,2,23.08,2.36,80.54,0.02,12.98,77.57
2023-05-29 03:00:00,2023,5,29,3,22.46,2.25,83.42,0.02,12.98,77.57
2023-05-29 04:00:00,2023,5,29,4,22.07,2.42,84.76,0.02,12.98,77.57
2023-05-29 05:00:00,2023,5,29,5,22.02,2.81,84.64,0.02,12.98,77.57
2023-05-29 06:00:00,2023,5,29,6,23.94,4.22,74.83,0.02,12.98,77.57
2023-05-29 07:00:00,2023,5,29,7,27.42,4.31,57.11,0.02,12.98,77.57
2023-05-29 08:00:00,2023,5,29,8,30.54,3.84,44.48,0.01,12.98,77.57
2023-05-29 09:00:00,2023,5,29,9,32.46,3.14,39.38,0.01,12.98,77.57
2023-05-29 10:00:00,2023,5,29,10,33.72,3.0,36.86,0.01,12.98,77.57
2023-05-29 11:00:00,2023,5,29,11,34.47,3.19,35.33,0.02,12.98,77.57
2023-05-29 12:00:00,2023,5,29,12,34.68,3.42,34.55,0.02,12.98,77.57
2023-05-29 13:00:00,2023,5,29,13,34.48,3.57,34.51,0.02,12.98,77.57
2023-05-29 14:00:00,2023,5,29,14,33.53,3.39,35.65,0.01,12.98,77.57
2023-05-29 15:00:00,2023,5,29,15,32.86,3.02,35.8,0.01,12.98,77.57
2023-05-29 16:00:00,2023,5,29,16,32.09,2.46,38.18,0.0,12.98,77.57
2023-05-29 17:00:00,2023,5,29,17,30.48,1.8,50.45,0.0,12.98,77.57
2023-05-29 18:00:00,2023,5,29,18,28.53,1.92,61.96,0.0,12.98,77.57
2023-05-29 19:00:00,2023,5,29,19,27.74,1.9,64.61,0.0,12.98,77.57
2023-05-29 20:00:00,2023,5,29,20,27.22,1.78,67.37,0.0,12.98,77.57
2023-05-29 21:00:00,2023,5,29,21,26.63,1.8,69.54,0.01,12.98,77.57
2023-05-29 22:00:00,2023,5,29,22,26.03,2.02,70.52,0.03,12.98,77.57
